parent_tag_en,parent_tag_ar,child_tag_en,child_tag_ar,question_ar,question_en,answer_ar,answer_en
New buildings,مباني جديدة,Energy saving-new buildings,توفير الطاقة-مباني جديدة,ما هي المواد العضوية المتطايرة؟  وما أضرارها الصحية؟,What is Volatile organic compound (VOC)? How it can affect the human health?,المواد العضوية المتطايرة هي مركبات عضوية تطلق على شكل غاز من كثير من المواد الصلبة أو السائلة المصنعة أو الطبيعية، وتعتبر من مصادر التلوث الكيميائي الداخلي. قد تم ربط التعرض المطوّل لتركيزات عالية من بعض المركبات العضوية المتطايرة بمجموعة واسعة من المشاكل الصحية المزمنة مثل السرطان الربو ومرض الانسداد الرئوي المزمن. ويمكن أن يؤدي التعرض قصير المدى للمركبات العضوية المتطايرة أيضًا إلى تفاعلات حادة، مثل تهيج العين والأنف والحلق.,"VOCs are organic gas compounds emitted from different artificial or natural solid and liquid products, and considered as indoor pollutants. Long term exposure to high concentrations of VOCs were connected to chronic health issues such as cancer, asthma, and  chronic obstructive pulmonary disease. Short term exposure can cause severe reactions like eyes, nose and throat irritation. "
New buildings,مباني جديدة,Energy saving-new buildings,توفير الطاقة-مباني جديدة,ما هي المواد العضوية المتطايرة؟  وما أضرارها الصحية؟,What is Volatile organic compound (VOC)? How it can affect the human health?," التعرض لهذه المواد مضر بعشرات الأضعاف عندما يتم التعرض لها بمكان مغلق فتسبب أمراض وسرطانات رئوية وضرر بالجهاز العصبي. من أكثر الأماكن التي يمكن أن تتعرض لها بالحياة اليومية هي منزلك، فتتواجد هذه المركبات في الدهانات، وبعض أنواع الديكورات، وأثاث المنزل الخشبي المصنع (particle board, plywood, wood glue) ، وبعض المنظفات والمطهرات، ومعطرات الجو، والمبيدات الحشرية، والتنظيف الجاف (dry cleaning) ، بالإضافة الى بعض أقلام التحديد، وفلاتر صنابير المياه. ","Exposure to such compounds can be 10x harmful if occurs in closed spaces, causing lung diseases and cancers, and nerve system damage. The most popular exposure space is your home, it is contained in paints, decorations, wood furniture (board, plywood, wood glue), some detergents, air fresheners, pesticides, dry cleaning products, highlighter pens, and water taps filters."
New buildings,مباني جديدة,Energy saving-new buildings,توفير الطاقة-مباني جديدة,ما هي المواد العضوية المتطايرة؟  وما أضرارها الصحية؟,What is Volatile organic compound (VOC)? How it can affect the human health?," التعرض لهذه المواد مضر بعشرات الأضعاف عندما يتم التعرض لها بمكان مغلق فتسبب أمراض وسرطانات رئوية وضرر بالجهاز العصبي. من أكثر الأماكن التي يمكن أن تتعرض لها بالحياة اليومية هي منزلك، فتتواجد هذه المركبات في الدهانات، وبعض أنواع الديكورات، وأثاث المنزل الخشبي المصنع (particle board, plywood, wood glue) ، وبعض المنظفات والمطهرات، ومعطرات الجو، والمبيدات الحشرية، والتنظيف الجاف (dry cleaning) ، بالإضافة الى بعض أقلام التحديد، وفلاتر صنابير المياه. ","Exposure to such compounds can be 10x harmful if occurs in closed spaces, causing lung diseases and cancers, and nerve system damage. The most popular exposure space is your home, it is contained in paints, decorations, wood furniture (board, plywood, wood glue), some detergents, air fresheners, pesticides, dry cleaning products, highlighter pens, and water taps filters."
New buildings,مباني جديدة,Energy saving-new buildings,توفير الطاقة-مباني جديدة,يمكن التقليل من وجود المواد العضوية باتباع النصائح,You can reduce the availability of VOC in your spaces through the following instructions:,"الحرص على إبقاء الغرف خالية من الرطوبة ودرجات الحرارة العالية حيث أن هذه المركبات يزيد إطلاقها بهذه الظروف. مع الحفاظ على التهوية الجيدة خصوصاً إذا تم دهان الجدران حديثاً.
<b>
استخدام الدهانات والمنتجات الصديقة للبيئة أو التي تحتوي على كميات قليلة من المواد العضوية المتطايرة، وعدم ترك عبوات الدهانات مفتوحة بالمنزل. يمكنك البحث عن إشارة ""قليل الانبعاثات- Low VOC"" أو ""صديق للبيئة- eco-friendly"" للتعرف على هذا النوع من المنتجات، أو استشر التاجر.
<b>

 التقليل من استخدام المعطرات واستخدام الشموع المصنوعة من صمغ الصويا أو شمع النحل واستخدام نباتات داخلية تعطي رائحة عوض عن هذه المنتجات.
<b>

عند استلام الملبوسات المنظفة بطريقة الجافة (dry cleaning) يجب تركها على الأقل يوم عند مكان الغسل ثم استلامها أو إزالة الغلاف البلاستيكي عنها عند استلامها مباشرة وذلك بهدف تهويتها والتخلص من المواد العضوية الطائرة بالأخص مادة البيركلوروثيلين. 
"," To maintain the rooms free of moisture and high temperatures, since VOCs released in higher rates under these circumstances. In addition to consider enough ventilation after painting process.
<b>
Using eco-friendly paints and materials with low VOC content, ensure the closure of bottles inside the building. You can look for “low VOC” or “eco-friendly” labels to identify the right products.
<b>
Reduce the use of air fresheners, soy-glu-candles, and beeswax candles. Use internal plants instead to help refresh the rooms.
<b>
To reduce the effect of dry cleaning clothes, leave it 24 hours at the cleaning place before receive, or uncover and ventilate it well before use to get rid of VOCs specially perclorithene.
"
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,إذا تواجدت المواد العضوية بالأثاث المنزلي الخشبي المصنع، فكيف يمكن التعامل معها؟,How to handle with VOCs from wood furniture?,عند شراء أثاث مصنع حديثاً (خصوصا أثاث التفصيل الذي يتم استلامه بعد تجهزيه مباشرة)، ينصح استلامه أو تخزينه مدة أسبوعين الى 3 أسابيع قبل إدخاله الى المنزل واستخدامه، وذلك للتخلص من المواد العضوية بشكل كبير في هذه الفترة. علماً بأن هذه المواد قد تبقى عالقة فترة كبيرة في الغرف المغلقة. أما في حال وجوب إدخال الأثاث الجديد إلى المنزل مباشرة فيجب الحرص على التهوية الزائدة للمنزل حتى يتم التخلص من هذه الروائح.,"After buying your firnatures (specially customized furniture where you receive it right after the production process), it is recommended to store it for 2-3 weeks before installation in the building, in order to get rid of VOCs. knowing that VOCs remains longer in closed areas. If you have to install it quickly after the production, make sure to extra ventilate the room to get rid of the smell."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,إذا تواجدت المواد العضوية بالأثاث المنزلي الخشبي المصنع، فكيف يمكن التعامل معها؟,How to handle with VOCs from wood furniture?,عند شراء أثاث مصنع حديثاً (خصوصا أثاث التفصيل الذي يتم استلامه بعد تجهزيه مباشرة)، ينصح استلامه أو تخزينه مدة أسبوعين الى 3 أسابيع قبل إدخاله الى المنزل واستخدامه، وذلك للتخلص من المواد العضوية بشكل كبير في هذه الفترة. علماً بأن هذه المواد قد تبقى عالقة فترة كبيرة في الغرف المغلقة. أما في حال وجوب إدخال الأثاث الجديد إلى المنزل مباشرة فيجب الحرص على التهوية الزائدة للمنزل حتى يتم التخلص من هذه الروائح.,"After buying your firnatures (specially customized furniture where you receive it right after the production process), it is recommended to store it for 2-3 weeks before installation in the building, in order to get rid of VOCs. knowing that VOCs remains longer in closed areas. If you have to install it quickly after the production, make sure to extra ventilate the room to get rid of the smell."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,يوجد مواد عضوية تتطاير من فلاتر صنابير المياه، فكيف يمكن الحد منها؟,How to handle VOCs from water taps filters?,للحد من هذه الظاهرة يجب استخدام فلاتر المياه الكربونية المصنوعة من مادة الكربون لأنها تمتص المواد العضوية المتطايرة عند مرورها بالفلتر، بالإضافة إلى تنقية المياه من البكتيريا و الفيروسات والملوثات الأخرى.,"Using activated-carbon water filters can absorb the VOCs, in addition to bacterial and other pollutants removal from water."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,يوجد مواد عضوية تتطاير من فلاتر صنابير المياه، فكيف يمكن الحد منها؟,How to handle VOCs from water taps filters?,للحد من هذه الظاهرة يجب استخدام فلاتر المياه الكربونية المصنوعة من مادة الكربون لأنها تمتص المواد العضوية المتطايرة عند مرورها بالفلتر، بالإضافة إلى تنقية المياه من البكتيريا و الفيروسات والملوثات الأخرى.,"Using activated-carbon water filters can absorb the VOCs, in addition to bacterial and other pollutants removal from water."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,من الصعب التخلص كليًا من المواد العضوية المتطايرة VOC's ، فما هي النسبة الآمنة من تواجدها؟,How hard is it to get rid of 100% of VOCs? And what is the safety exposure limit?,إحدى الدراسات تشير إلى بدء ظهور أعراض ملحوظة مثل الغثيان والأمراض التنفسية عند تواجد نسبة 25 مليغرام من هذه المواد لكل متر مكعب (250 جزء بالمليون)، علما بأن قيمة هذه النسبة التي تظهر عليها الأعراض هي أقل بكثير للأشخاص الذين يعانون من أمراض مزمنة تنفسية مثل الربو. كما أن هناك أجهزة استشعار يمكن أن تقرأ نسبة تواجدها بالغرفة.,"A study shows that noticeable effects like nausea and respiratory diseases associated with 25 ppm of VOCs, in addition, this limit is much more lower for those have chronic respiratory diseases like Asthma. You can use sensors to monitor the VOCs limit in the room."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,كيف يمكن تجنب اختيار مواد ومنتجات تحتوي على نسبة عالية من المواد العضوية المتطايرة خلال أو قبل عملية البدء في الإنشاء للمبنى؟,How to avoid selection of high VOC material during or before building construction?,يجب على فرق العمل بالمشروع تحديد المنتجات التي تلبي شروط الاعتماد المحددة بواسطة المعايير المعترف بها ورفض أية منتجات لا تلبي المتطلبات.,"Working team should set the list of materials that meets the authorized standards, and reject materials that don’t meet the standards."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,كيف يمكن تحسين من جودة البيئة الداخلية بشكل عام وتقليل آثار المواد العضوية المتطايرة؟,How to improve indoor air quality and reduce VOCs?,"من خلال التهوية الطبيعية الجيدة واختيار وزرع نباتات مناسبة، مثلاً هنالك بعض النباتات مناسبة للرطوبة فوجودهم يخفف من العفن الذي يمكن تواجده على الأسطح وينعش الجو الداخلي للغرفة فيمكن وضعها في أماكن مثل الحمامات او المطابخ أو بعض النباتات التي تخفف من آثار المواد العضوية المتطايرة من أثاث المنزل مثل المادة العضوية المتطايرة والمسرطنة ""فورمالدهايد."" ","Natural ventilation and using suitable plants, whereas some plants used for high humid areas to reduce the mold on surfaces and refresh indoor air, can be used in bathrooms or kitchens. Some plants can reduce the effect of VOCs and carcinogenic materials like Formaldehyde"
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,كيف يمكن تحسين من جودة البيئة الداخلية بشكل عام وتقليل آثار المواد العضوية المتطايرة؟,How to improve indoor air quality and reduce VOCs?,"من خلال التهوية الطبيعية الجيدة واختيار وزرع نباتات مناسبة، مثلاً هنالك بعض النباتات مناسبة للرطوبة فوجودهم يخفف من العفن الذي يمكن تواجده على الأسطح وينعش الجو الداخلي للغرفة فيمكن وضعها في أماكن مثل الحمامات او المطابخ أو بعض النباتات التي تخفف من آثار المواد العضوية المتطايرة من أثاث المنزل مثل المادة العضوية المتطايرة والمسرطنة ""فورمالدهايد."" ","Natural ventilation and using suitable plants, whereas some plants used for high humid areas to reduce the mold on surfaces and refresh indoor air, can be used in bathrooms or kitchens. Some plants can reduce the effect of VOCs and carcinogenic materials like Formaldehyde"
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي الراحة الحرارية؟ ما أهميتها؟,What is thermal comfort? And why is it important? ,الراحة الحرارية هي مدى رضى المستخدم عن البيئة الحرارية الداخلية بالغرفة أو المبنى، بالإضافة الى أنها تؤثر بشكل مباشر على الراحة النفسية للأشخاص والإنتاجية لكل شخص خاصة الموظفات/ين والطلبة.,"Thermal comfort expresses how satisfied is the building user with indoor thermal environment (of a room or building), it affects the psychological comfort of the users and their productivity, especially students and employees."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي الراحة الحرارية؟ ما أهميتها؟,What is thermal comfort? And why is it important? ,الراحة الحرارية هي مدى رضى المستخدم عن البيئة الحرارية الداخلية بالغرفة أو المبنى، بالإضافة الى أنها تؤثر بشكل مباشر على الراحة النفسية للأشخاص والإنتاجية لكل شخص خاصة الموظفات/ين والطلبة.,"Thermal comfort expresses how satisfied is the building user with indoor thermal environment (of a room or building), it affects the psychological comfort of the users and their productivity, especially students and employees."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي الراحة الحرارية؟ ما أهميتها؟,What is thermal comfort? And why is it important? ,الراحة الحرارية هي مدى رضى المستخدم عن البيئة الحرارية الداخلية بالغرفة أو المبنى، بالإضافة الى أنها تؤثر بشكل مباشر على الراحة النفسية للأشخاص والإنتاجية لكل شخص خاصة الموظفات/ين والطلبة.,"Thermal comfort expresses how satisfied is the building user with indoor thermal environment (of a room or building), it affects the psychological comfort of the users and their productivity, especially students and employees."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي الراحة الحرارية؟ ما أهميتها؟,What is thermal comfort? And why is it important? ,الراحة الحرارية هي مدى رضى المستخدم عن البيئة الحرارية الداخلية بالغرفة أو المبنى، بالإضافة الى أنها تؤثر بشكل مباشر على الراحة النفسية للأشخاص والإنتاجية لكل شخص خاصة الموظفات/ين والطلبة.,"Thermal comfort expresses how satisfied is the building user with indoor thermal environment (of a room or building), it affects the psychological comfort of the users and their productivity, especially students and employees."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي الظروف التي تحقق الراحة الحرارية للفراغ؟,How to achieve thermal comfort in the space?,"تختلف الراحة الحرارية من طبيعة مناخ الى أخر ومن فصل الى آخر ومن شخص الى آخر بالتالي لا توجد ظروف ثابتة محدد، لكن تعتمد على عدة عوامل منها درجة حرارة الغرفة ومستوى الرطوبة النسبية، وسرعة الهواء، وعوامل شخصية مثل نوع الملابس التي يرتديها الشخص وعمليات الأيض
","Temperature varies from climate to climate, season to season, and from person to person. Therefore, no such a standard for thermal comfort except that it depends on many factors, including but not limited to, room temperature, humidity, wind speed, personal factors like clothes type and metabolism of the user."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي الظروف التي تحقق الراحة الحرارية للفراغ؟,How to achieve thermal comfort in the space?,"تختلف الراحة الحرارية من طبيعة مناخ الى أخر ومن فصل الى آخر ومن شخص الى آخر بالتالي لا توجد ظروف ثابتة محدد، لكن تعتمد على عدة عوامل منها درجة حرارة الغرفة ومستوى الرطوبة النسبية، وسرعة الهواء، وعوامل شخصية مثل نوع الملابس التي يرتديها الشخص وعمليات الأيض
","Temperature varies from climate to climate, season to season, and from person to person. Therefore, no such a standard for thermal comfort except that it depends on many factors, including but not limited to, room temperature, humidity, wind speed, personal factors like clothes type and metabolism of the user."
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي مصادر زيادة أو تقليل درجة الحرارة بالغرفة التي تؤثر على الراحة الحرارية؟,What factors increase or decrease temperature in the room which affect the thermal comfort?,المصادر التي ترفع درجة حرارة الغرفة هي المعدات الكهربائية مثل معدات الإضاءة وأجهزة الكمبيوتر والإشعاع الشمسي والوجود البشري. في المقابل، فإن مصادر البرودة الشائعة هي أسطح النوافذ والجدران المعزولة بشكل سيئ والجسور الحرارية في المباني.,"For raising temperature: electrical appliances like lights and computers, sunlight, human existence in the room can raise the room temperature.
On the other side, windows surface, poor insulation of walls and thermal bridges.
"
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,ما هي مصادر زيادة أو تقليل درجة الحرارة بالغرفة التي تؤثر على الراحة الحرارية؟,What factors increase or decrease temperature in the room which affect the thermal comfort?,المصادر التي ترفع درجة حرارة الغرفة هي المعدات الكهربائية مثل معدات الإضاءة وأجهزة الكمبيوتر والإشعاع الشمسي والوجود البشري. في المقابل، فإن مصادر البرودة الشائعة هي أسطح النوافذ والجدران المعزولة بشكل سيئ والجسور الحرارية في المباني.,"For raising temperature: electrical appliances like lights and computers, sunlight, human existence in the room can raise the room temperature.
On the other side, windows surface, poor insulation of walls and thermal bridges.
"
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,كيف يمكن الحصول على الراحة الحرارية؟,How to achieve thermal comfort?,يمكن القيام بتغييرات بسيطة لزيادة الراحة الحرارية في الغرفة مثل الحرص على تهوية الغرفة وتغيير الهواء بشكل منتظم في فصل الصيف، إطفاء الأنوار عندما لا يوجد حاجة منها أو الاستفادة من النور الطبيعي، إذا لم تستخدم ينصح إطفاء الأجهزة الكهربائية التي تزيد من درجة الحرارة في فصل الصيف.,"Some simple changes in the indoor environment can facilitate reaching thermal comfort, like good natural ventilation, air rotation especially in summer, turn off the lights when there is no need, using natural lights, turn off the electrical appliances that emit temperature in summer. "
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,كيف يمكن الحصول على الراحة الحرارية؟,How to achieve thermal comfort?,يمكن القيام بتغييرات بسيطة لزيادة الراحة الحرارية في الغرفة مثل الحرص على تهوية الغرفة وتغيير الهواء بشكل منتظم في فصل الصيف، إطفاء الأنوار عندما لا يوجد حاجة منها أو الاستفادة من النور الطبيعي، إذا لم تستخدم ينصح إطفاء الأجهزة الكهربائية التي تزيد من درجة الحرارة في فصل الصيف.,"Some simple changes in the indoor environment can facilitate reaching thermal comfort, like good natural ventilation, air rotation especially in summer, turn off the lights when there is no need, using natural lights, turn off the electrical appliances that emit temperature in summer. "
New buildings,مباني جديدة,Environment-New Buildings,البيئة-مباني جديدة,"كيف أقوم بتخفيض فاتورة الكهرباء من خلال الشبابيك؟ 
",How can I reduce my electric bills through building windows?,ضمان انسداد فتحات الشبابيك والأبواب يساعد في توفير الطاقة بنسبة تصل من 15-20%. وذلك من خلال استخدام مواد لإغلاق التشققات والفتحات يمكن الحصول عليها من محلات مواد البناء.,Making sure that the gaps between the window and wall are closed can save your energy between 15-20%. You can do it using special material to close boreholes from any construction material store.
